"Statistic Label","CensusYear","Sex","Means of Travel","At Work, Childcare, School or College","UNIT","VALUE"
"Persons Usually Resident and Present in the State","2011","Male","Motorcycle or scooter","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Male","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Male","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","181"
"Persons Usually Resident and Present in the State","2011","Male","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","506"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Driver","All persons","Number","543423"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Driver","Population aged 15 years and over at work","Number","515813"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Driver","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","3584"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Driver","Students at school or college aged 19 years and over","Number","24026"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Passenger","All persons","Number","245547"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Passenger","Population aged 15 years and over at work","Number","25818"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Passenger","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","150818"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","61415"
"Persons Usually Resident and Present in the State","2011","Male","Motor car: Passenger","Students at school or college aged 19 years and over","Number","7496"
"Persons Usually Resident and Present in the State","2011","Male","Other means (incl. lorry or van)","All persons","Number","130011"
"Persons Usually Resident and Present in the State","2011","Male","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","127831"
"Persons Usually Resident and Present in the State","2011","Male","Other means (incl. lorry or van)","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Male","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","588"
"Persons Usually Resident and Present in the State","2011","Male","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","498"
"Persons Usually Resident and Present in the State","2011","Male","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","1094"
"Persons Usually Resident and Present in the State","2011","Male","Not stated","All persons","Number","52344"
"Persons Usually Resident and Present in the State","2011","Male","Not stated","Population aged 15 years and over at work","Number","36067"
"Persons Usually Resident and Present in the State","2011","Male","Not stated","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Male","Not stated","Children at school aged between 5 and 12 years","Number","9140"
"Persons Usually Resident and Present in the State","2011","Male","Not stated","Students at school or college aged between 13 and 18 years","Number","3654"
"Persons Usually Resident and Present in the State","2011","Male","Not stated","Students at school or college aged 19 years and over","Number","3483"
"Persons Usually Resident and Present in the State","2011","Male","All means of travel","All persons","Number","1392955"
"Persons Usually Resident and Present in the State","2011","Male","All means of travel","Population aged 15 years and over at work","Number","879897"
"Persons Usually Resident and Present in the State","2011","Male","All means of travel","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Male","All means of travel","Children at school aged between 5 and 12 years","Number","256577"
"Persons Usually Resident and Present in the State","2011","Male","All means of travel","Students at school or college aged between 13 and 18 years","Number","163907"
"Persons Usually Resident and Present in the State","2011","Male","All means of travel","Students at school or college aged 19 years and over","Number","92574"
"Persons Usually Resident and Present in the State","2011","Female","On foot","All persons","Number","219402"
"Persons Usually Resident and Present in the State","2011","Female","On foot","Population aged 15 years and over at work","Number","96796"
